season,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,week,week_total_score,week_judge_percentage,participation_weeks
32,Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,Eliminated Week 9,6,5,18.0,7.5,11
32,Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,Eliminated Week 6,9,5,24.0,10.0,11
32,Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,4th Place,4,5,28.0,11.67,11
32,Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,3rd Place,3,5,24.0,10.0,11
32,Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,Eliminated Week 2,13,6,0.0,0.0,11
32,Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,Eliminated Week 5,10,6,0.0,0.0,11
32,Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,Eliminated Week 8,7,6,32.0,9.94,11
32,Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,5th Place,5,6,31.0,9.63,11
32,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,1st Place,1,6,42.0,13.04,11
32,Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,Eliminated Week 4,11,6,0.0,0.0,11
32,Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,Eliminated Week 1,14,6,0.0,0.0,11
32,Tyson Beckford,Jenna Johnson,Model,New York,United States,52,Eliminated Week 3,12,6,0.0,0.0,11
32,Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,2nd Place,2,6,39.0,12.11,11
32,Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,Eliminated Week 7,8,6,37.0,11.49,11
32,Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,Eliminated Week 9,6,6,29.0,9.01,11
32,Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,Eliminated Week 6,9,6,33.0,10.25,11
32,Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,4th Place,4,6,38.0,11.8,11
32,Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,3rd Place,3,6,41.0,12.73,11
32,Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,Eliminated Week 2,13,7,0.0,0.0,11
32,Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,Eliminated Week 5,10,7,0.0,0.0,11
32,Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,Eliminated Week 8,7,7,32.5,11.52,11
32,Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,5th Place,5,7,35.0,12.41,11
32,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,1st Place,1,7,37.0,13.12,11
32,Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,Eliminated Week 4,11,7,0.0,0.0,11
32,Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,Eliminated Week 1,14,7,0.0,0.0,11
32,Tyson Beckford,Jenna Johnson,Model,New York,United States,52,Eliminated Week 3,12,7,0.0,0.0,11
32,Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,2nd Place,2,7,36.0,12.77,11
32,Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,Eliminated Week 7,8,7,36.5,12.94,11
32,Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,Eliminated Week 9,6,7,32.0,11.35,11
32,Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,Eliminated Week 6,9,7,0.0,0.0,11
32,Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,4th Place,4,7,36.0,12.77,11
32,Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,3rd Place,3,7,37.0,13.12,11
32,Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,Eliminated Week 2,13,8,0.0,0.0,11
32,Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,Eliminated Week 5,10,8,0.0,0.0,11
32,Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,Eliminated Week 8,7,8,35.0,13.83,11
32,Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,5th Place,5,8,36.0,14.23,11
32,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,1st Place,1,8,40.0,15.81,11
32,Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,Eliminated Week 4,11,8,0.0,0.0,11
32,Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,Eliminated Week 1,14,8,0.0,0.0,11
32,Tyson Beckford,Jenna Johnson,Model,New York,United States,52,Eliminated Week 3,12,8,0.0,0.0,11
32,Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,2nd Place,2,8,33.0,13.04,11
32,Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,Eliminated Week 7,8,8,0.0,0.0,11
32,Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,Eliminated Week 9,6,8,28.0,11.07,11
32,Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,Eliminated Week 6,9,8,0.0,0.0,11
32,Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,4th Place,4,8,39.0,15.42,11
32,Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,3rd Place,3,8,42.0,16.6,11
32,Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,Eliminated Week 2,13,9,0.0,0.0,11
32,Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,Eliminated Week 5,10,9,0.0,0.0,11
32,Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,Eliminated Week 8,7,9,0.0,0.0,11
32,Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,5th Place,5,9,32.0,14.48,11
32,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,1st Place,1,9,41.0,18.55,11
32,Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,Eliminated Week 4,11,9,0.0,0.0,11
32,Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,Eliminated Week 1,14,9,0.0,0.0,11
32,Tyson Beckford,Jenna Johnson,Model,New York,United States,52,Eliminated Week 3,12,9,0.0,0.0,11
32,Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,2nd Place,2,9,43.0,19.46,11
32,Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,Eliminated Week 7,8,9,0.0,0.0,11
32,Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,Eliminated Week 9,6,9,30.0,13.57,11
32,Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,Eliminated Week 6,9,9,0.0,0.0,11
32,Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,4th Place,4,9,38.0,17.19,11
32,Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,3rd Place,3,9,37.0,16.74,11
32,Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,Eliminated Week 2,13,10,0.0,0.0,11
32,Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,Eliminated Week 5,10,10,0.0,0.0,11
32,Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,Eliminated Week 8,7,10,0.0,0.0,11
32,Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,5th Place,5,10,25.5,17.89,11
32,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,1st Place,1,10,30.0,21.05,11
32,Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,Eliminated Week 4,11,10,0.0,0.0,11
32,Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,Eliminated Week 1,14,10,0.0,0.0,11
32,Tyson Beckford,Jenna Johnson,Model,New York,United States,52,Eliminated Week 3,12,10,0.0,0.0,11
32,Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,2nd Place,2,10,28.5,20.0,11
32,Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,Eliminated Week 7,8,10,0.0,0.0,11
32,Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,Eliminated Week 9,6,10,0.0,0.0,11
32,Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,Eliminated Week 6,9,10,0.0,0.0,11
32,Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,4th Place,4,10,29.5,20.7,11
32,Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,3rd Place,3,10,29.0,20.35,11
32,Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,Eliminated Week 2,13,11,0.0,0.0,11
32,Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,Eliminated Week 5,10,11,0.0,0.0,11
32,Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,Eliminated Week 8,7,11,0.0,0.0,11
32,Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,5th Place,5,11,26.5,18.21,11
32,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,1st Place,1,11,30.0,20.62,11
32,Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,Eliminated Week 4,11,11,0.0,0.0,11
32,Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,Eliminated Week 1,14,11,0.0,0.0,11
32,Tyson Beckford,Jenna Johnson,Model,New York,United States,52,Eliminated Week 3,12,11,0.0,0.0,11
32,Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,2nd Place,2,11,30.0,20.62,11
32,Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,Eliminated Week 7,8,11,0.0,0.0,11
32,Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,Eliminated Week 9,6,11,0.0,0.0,11
32,Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,Eliminated Week 6,9,11,0.0,0.0,11
32,Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,4th Place,4,11,29.5,20.27,11
32,Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,3rd Place,3,11,29.5,20.27,11
33,Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,Eliminated Week 2,12,1,17.0,6.88,9
33,Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,Eliminated Week 3,10,1,15.0,6.07,9
33,Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,Eliminated Week 3,10,1,16.0,6.48,9
33,Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,3rd Place,3,1,23.0,9.31,9
33,Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,Eliminated Week 7,6,1,22.0,8.91,9
33,Danny Amendola,Witney Carson,Athlete,Texas,United States,39,5th Place,5,1,20.0,8.1,9
33,Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,4th Place,4,1,21.0,8.5,9
33,Ilona Maher,Alan Bersten,Athlete,California,United States,28,2nd Place,2,1,18.0,7.29,9
33,Anna Delvey,Ezra Sosa,Con artist,,Russia,33,Eliminated Week 2,12,1,18.0,7.29,9
33,Brooks Nader,Gleb Savchenko,Model,New York,United States,27,Eliminated Week 4,9,1,18.0,7.29,9
33,Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,Eliminated Week 5,8,1,19.0,7.69,9
33,Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,Eliminated Week 6,7,1,19.0,7.69,9
33,Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,1st Place,1,1,21.0,8.5,9
33,Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,Eliminated Week 2,12,2,19.0,7.36,9
33,Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,Eliminated Week 3,10,2,15.0,5.81,9
33,Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,Eliminated Week 3,10,2,15.0,5.81,9
33,Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,3rd Place,3,2,24.0,9.3,9
33,Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,Eliminated Week 7,6,2,22.0,8.53,9
33,Danny Amendola,Witney Carson,Athlete,Texas,United States,39,5th Place,5,2,21.0,8.14,9
33,Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,4th Place,4,2,22.0,8.53,9
33,Ilona Maher,Alan Bersten,Athlete,California,United States,28,2nd Place,2,2,21.0,8.14,9
33,Anna Delvey,Ezra Sosa,Con artist,,Russia,33,Eliminated Week 2,12,2,17.0,6.59,9
33,Brooks Nader,Gleb Savchenko,Model,New York,United States,27,Eliminated Week 4,9,2,20.0,7.75,9
33,Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,Eliminated Week 5,8,2,21.0,8.14,9
33,Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,Eliminated Week 6,7,2,19.0,7.36,9
33,Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,1st Place,1,2,22.0,8.53,9
33,Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,Eliminated Week 2,12,3,0.0,0.0,9
33,Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,Eliminated Week 3,10,3,23.0,7.23,9
33,Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,Eliminated Week 3,10,3,21.0,6.6,9
33,Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,3rd Place,3,3,34.5,10.85,9
33,Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,Eliminated Week 7,6,3,26.0,8.18,9
33,Danny Amendola,Witney Carson,Athlete,Texas,United States,39,5th Place,5,3,30.0,9.43,9
33,Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,4th Place,4,3,31.0,9.75,9
33,Ilona Maher,Alan Bersten,Athlete,California,United States,28,2nd Place,2,3,28.0,8.81,9
33,Anna Delvey,Ezra Sosa,Con artist,,Russia,33,Eliminated Week 2,12,3,0.0,0.0,9
33,Brooks Nader,Gleb Savchenko,Model,New York,United States,27,Eliminated Week 4,9,3,30.5,9.59,9
33,Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,Eliminated Week 5,8,3,28.0,8.81,9
33,Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,Eliminated Week 6,7,3,31.0,9.75,9
33,Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,1st Place,1,3,35.0,11.01,9
33,Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,Eliminated Week 2,12,4,0.0,0.0,9
33,Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,Eliminated Week 3,10,4,0.0,0.0,9
33,Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,Eliminated Week 3,10,4,0.0,0.0,9
33,Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,3rd Place,3,4,32.0,10.88,9
33,Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,Eliminated Week 7,6,4,29.0,9.86,9
33,Danny Amendola,Witney Carson,Athlete,Texas,United States,39,5th Place,5,4,36.0,12.24,9
33,Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,4th Place,4,4,33.0,11.22,9
33,Ilona Maher,Alan Bersten,Athlete,California,United States,28,2nd Place,2,4,32.0,10.88,9
33,Anna Delvey,Ezra Sosa,Con artist,,Russia,33,Eliminated Week 2,12,4,0.0,0.0,9
33,Brooks Nader,Gleb Savchenko,Model,New York,United States,27,Eliminated Week 4,9,4,32.0,10.88,9
33,Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,Eliminated Week 5,8,4,32.0,10.88,9
33,Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,Eliminated Week 6,7,4,32.0,10.88,9
33,Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,1st Place,1,4,36.0,12.24,9
33,Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,Eliminated Week 2,12,5,0.0,0.0,9
33,Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,Eliminated Week 3,10,5,0.0,0.0,9
33,Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,Eliminated Week 3,10,5,0.0,0.0,9
33,Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,3rd Place,3,5,27.0,13.37,9
33,Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,Eliminated Week 7,6,5,24.0,11.88,9
33,Danny Amendola,Witney Carson,Athlete,Texas,United States,39,5th Place,5,5,25.5,12.62,9
33,Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,4th Place,4,5,24.0,11.88,9
33,Ilona Maher,Alan Bersten,Athlete,California,United States,28,2nd Place,2,5,26.0,12.87,9
33,Anna Delvey,Ezra Sosa,Con artist,,Russia,33,Eliminated Week 2,12,5,0.0,0.0,9
33,Brooks Nader,Gleb Savchenko,Model,New York,United States,27,Eliminated Week 4,9,5,0.0,0.0,9
33,Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,Eliminated Week 5,8,5,24.0,11.88,9
33,Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,Eliminated Week 6,7,5,25.5,12.62,9
33,Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,1st Place,1,5,26.0,12.87,9
33,Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,Eliminated Week 2,12,6,0.0,0.0,9
33,Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,Eliminated Week 3,10,6,0.0,0.0,9
33,Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,Eliminated Week 3,10,6,0.0,0.0,9
33,Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,3rd Place,3,6,32.0,15.53,9
33,Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,Eliminated Week 7,6,6,31.0,15.05,9
33,Danny Amendola,Witney Carson,Athlete,Texas,United States,39,5th Place,5,6,28.0,13.59,9
33,Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,4th Place,4,6,28.0,13.59,9
33,Ilona Maher,Alan Bersten,Athlete,California,United States,28,2nd Place,2,6,24.0,11.65,9
33,Anna Delvey,Ezra Sosa,Con artist,,Russia,33,Eliminated Week 2,12,6,0.0,0.0,9
33,Brooks Nader,Gleb Savchenko,Model,New York,United States,27,Eliminated Week 4,9,6,0.0,0.0,9
33,Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,Eliminated Week 5,8,6,0.0,0.0,9
33,Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,Eliminated Week 6,7,6,31.0,15.05,9
33,Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,1st Place,1,6,32.0,15.53,9
33,Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,Eliminated Week 2,12,7,0.0,0.0,9
33,Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,Eliminated Week 3,10,7,0.0,0.0,9
33,Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,Eliminated Week 3,10,7,0.0,0.0,9
33,Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,3rd Place,3,7,30.0,18.75,9
33,Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,Eliminated Week 7,6,7,24.0,15.0,9
33,Danny Amendola,Witney Carson,Athlete,Texas,United States,39,5th Place,5,7,25.5,15.94,9
33,Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,4th Place,4,7,27.0,16.88,9
33,Ilona Maher,Alan Bersten,Athlete,California,United States,28,2nd Place,2,7,26.0,16.25,9
33,Anna Delvey,Ezra Sosa,Con artist,,Russia,33,Eliminated Week 2,12,7,0.0,0.0,9
33,Brooks Nader,Gleb Savchenko,Model,New York,United States,27,Eliminated Week 4,9,7,0.0,0.0,9
33,Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,Eliminated Week 5,8,7,0.0,0.0,9
33,Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,Eliminated Week 6,7,7,0.0,0.0,9
33,Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,1st Place,1,7,27.5,17.19,9
33,Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,Eliminated Week 2,12,8,0.0,0.0,9
33,Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,Eliminated Week 3,10,8,0.0,0.0,9
33,Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,Eliminated Week 3,10,8,0.0,0.0,9
33,Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,3rd Place,3,8,29.0,20.71,9
33,Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,Eliminated Week 7,6,8,0.0,0.0,9
33,Danny Amendola,Witney Carson,Athlete,Texas,United States,39,5th Place,5,8,27.0,19.29,9
33,Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,4th Place,4,8,26.5,18.93,9
33,Ilona Maher,Alan Bersten,Athlete,California,United States,28,2nd Place,2,8,28.5,20.36,9
33,Anna Delvey,Ezra Sosa,Con artist,,Russia,33,Eliminated Week 2,12,8,0.0,0.0,9
33,Brooks Nader,Gleb Savchenko,Model,New York,United States,27,Eliminated Week 4,9,8,0.0,0.0,9
33,Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,Eliminated Week 5,8,8,0.0,0.0,9
33,Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,Eliminated Week 6,7,8,0.0,0.0,9
33,Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,1st Place,1,8,29.0,20.71,9
33,Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,Eliminated Week 2,12,9,0.0,0.0,9
33,Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,Eliminated Week 3,10,9,0.0,0.0,9
33,Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,Eliminated Week 3,10,9,0.0,0.0,9
33,Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,3rd Place,3,9,30.0,20.62,9
33,Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,Eliminated Week 7,6,9,0.0,0.0,9
33,Danny Amendola,Witney Carson,Athlete,Texas,United States,39,5th Place,5,9,28.0,19.24,9
33,Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,4th Place,4,9,29.5,20.27,9
